"id1","char","cls","atr","bg","rarityscore","rank_number"
4734,"Husky","Medic_v3_c1","Mustache","B2",184.16259711845757,700
944,"Owl","Medic_v3_c1","Marked Skin","A3",184.1483414145377,701
1159,"Husky","Medic_v3_c2","Tattoo 1","D1",184.1084229039253,702
2108,"Gator","Detective_v2_c3","Head Tech","D3",184.07277757558552,703
752,"Cat","Detective_v3_c1","Bandana","E3",184.03629163581772,704
2564,"Cat","Pirate_v1_c3","Horns","A3",184.03578077994314,705
1527,"Cat","Detective_v3_c3","Horns","A1",184.02473001199957,706
4595,"Crow","Pirate_v1_c2","Feathered Wings","E1",184.0161566535431,707
4612,"Black Cat","Medic_v3_c1","Tattoo 3","B1",183.8578431094917,708
4011,"Goat","Detective_v3_c3","Monocle","A1",183.8414977314318,709
3855,"Frog","Pirate_v1_c3","Rock Hands","A2",183.83783950245677,710
2922,"Crow","Detective_v3_c3","Monocle","A3",183.79645831828523,711
2063,"Tiger","Pirate_v1_c1","Horns","C3",183.79425151802621,712
2455,"Cat","Detective_v3_c2","Robotic Hand","A2",183.78174932136662,713
2102,"Husky","Pirate_v3_c1","Rock Hands","A2",183.72603558444482,714
336,"Goat","Fighter_v1_c1","Fire Skin","F1",183.67611806536095,715
2103,"Tiger","Magician_v3_c1","Beard","A2",183.64307009635388,716
3871,"Panda","Peddler_v3_c2","Aura Purple","A3",183.61069948950117,717
2924,"Gator","Peddler_v1_c3","Spiked Body","A2",183.59599049258256,718
3400,"Red Panda","Peddler_v1_c3","Fire Eyes","D2",183.21999671538518,719
321,"Gator","Magician_v3_c3","Sunglasses","C2",183.1927511584344,720
1209,"Stag","Magician_v1_c3","Spiked Body","A2",183.14573253705137,721
1950,"Gator","Magician_v1_c3","Monocle","A3",183.12726811695214,722
3116,"Panda","Detective_v2_c2","Mohawk","A2",183.089504799259,723
2251,"Nega Tiger","Farmer_v1_c3","None","B1",182.8194089013959,724
261,"Black Cat","Pirate_v1_c3","Antlers","A3",182.71618701784587,725
4038,"Red Black Panda","Magician_v3_c2","Earring","E3",182.7010969489167,726
4416,"Frog 2","Detective_v3_c1","Pipe","A1",182.66720728034505,727
3722,"Owl 2","Peddler_v3_c3","Horns 2","A3",182.618647645285,728
711,"Husky","Detective_v3_c3","Beard","E2",182.5921220909623,729
4446,"Crow","Detective_v3_c1","Bandana","A3",182.58919785684873,730
1210,"Rabbit","Pirate_v3_c1","Mustache","E2",182.5723339148051,731
2571,"Red Black Panda","Detective_v2_c1","Tattoo 4","E1",182.56065167571668,732
101,"Rabbit","Detective_v3_c1","Earring","E1",182.54878601492905,733
1506,"Frog","Pirate_v1_c2","Unicorn","E3",182.5125124264036,734
613,"Owl","Detective_v3_c2","Antlers","D3",182.45920137265162,735
3967,"Husky","Detective_v2_c1","Marked Skin 2","F1",182.4058724351907,736
1591,"Black Red Panda","Detective_v3_c1","None","A1",182.35067806355408,737
2931,"Shiba Inu","Magician_v1_c1","Laser Eyes","E1",182.2683062365475,738
4370,"Frog","Peddler_v3_c3","Techno Skin Blue","B2",182.1594263546098,739
3027,"Black Cat","Pirate_v3_c1","Pipe","A2",182.09940231885153,740
768,"Nega Tiger","Fighter_v1_c1","None","E3",182.06411284718047,741
3640,"Stag","Magician_v3_c1","Ice Hands","C2",182.0599073778755,742
4366,"Rabbit","Detective_v3_c3","Bubble Pipe","D2",182.04995171035773,743
4527,"Frog 2","Pirate_v2_c3","Feathered Wings","E1",181.94778985539682,744
2425,"Black Cat","Pirate_v3_c2","Earring","E2",181.785738596238,745
995,"White Tiger","Fighter_v1_c2","None","B1",181.65459292412615,746
59,"Owl 2","Pirate_v3_c2","Bandana","A3",181.64601962656917,747
1253,"Stag","Pirate_v1_c3","None","B3",181.39512713628665,748
893,"Frog","Medic_v3_c2","Tattoo 3","A3",181.31049295375288,749
1836,"Husky","Medic_v3_c2","Tattoo 3","A1",181.18763826779735,750
4188,"Dog","Detective_v3_c3","Mustache","A1",181.05296935767325,751
3465,"Nega Tiger","Hunter_v1_c2","None","E3",181.0432018740956,752
2139,"Nega Tiger","Farmer_v1_c2","None","E1",181.02248756437655,753
4296,"Goat","Peddler_v3_c3","Horns 2","E2",180.86997173225686,754
2153,"Husky","Medic_v3_c2","Tattoo 4","A1",180.82335044273822,755
3267,"Crow","Detective_v2_c3","Electric","B3",180.67952876465807,756
4107,"Owl","Hunter_v3_c3","Techno Skin Purple","G1",180.612837951139,757
3610,"White Tiger","Bard_v2_c3","None","D2",180.61047942892571,758
134,"Black Red Panda","Magician_v3_c3","Horns 2","E3",180.4983686462723,759
444,"Frog","Pirate_v2_c3","Unicorn","E1",180.4791450554601,760
1702,"Shiba Inu","Pirate_v3_c1","Earring","A1",180.46142045489842,761
2467,"Frog","Farmer_v1_c1","Laser Eyes","D3",180.44598488740118,762
1114,"Platypus","Medic_v1_c1","Laser Eyes","E3",180.4154391910367,763
2002,"Frog 2","Bard_v2_c3","Laser Eyes","D1",180.33418096938922,764
74,"Cat","Medic_v3_c1","Tattoo 3","B1",180.3340060999404,765
651,"Red Gator","Peddler_v2_c1","Techno Skin Blue","B2",180.18764075782417,766
1727,"Red Panda","Pirate_v3_c1","Earring","A2",180.1318103486098,767
950,"Gator","Pirate_v1_c3","None","E1",180.09466877728724,768
682,"Owl","Magician_v1_c3","Sunglasses","F2",180.06100993086991,769
2399,"Cat","Pirate_v3_c2","Pipe","E1",180.0166537754688,770
923,"Frog 2","Pirate_v3_c2","Pipe","E1",179.96094003854702,771
1970,"Husky","Mercenary_v1_c2","Feathered Wings","F1",179.9557988245908,772
4864,"Dog","Peddler_v3_c3","Fire Eyes","A2",179.88571595677485,773
3053,"Nega Tiger","Hunter_v2_c1","None","B3",179.87829194152943,774
1320,"Nega Tiger","Bard_v1_c1","None","D1",179.85548688751138,775
3557,"Crow","Pirate_v3_c1","Bandana","E2",179.84125353245085,776
268,"White Tiger","Farmer_v2_c2","None","E2",179.82704527245056,777
32,"Black Red Panda","Pirate_v1_c3","None","E3",179.6651251314751,778
2149,"Black Red Panda","Pirate_v3_c1","None","E3",179.6651251314751,778
2354,"Nega Tiger","Farmer_v2_c1","None","A1",179.585057327183,780
4224,"Tiger","Magician_v2_c1","Tattoo 3","A2",179.50169271673462,781
4776,"Goat","Magician_v1_c3","Horns 2","D1",179.46761187152816,782
1306,"Shiba Inu","Medic_v1_c2","Laser Eyes","B1",179.36903709737635,783
4575,"Tiger","Magician_v3_c3","Earring","A2",179.2571358551565,784
3300,"Tiger","Peddler_v1_c3","None","E1",179.25606333511038,785
1289,"Cat","Hunter_v3_c3","Head Tech","C1",179.22541685645135,786
3933,"Dog","Medic_v3_c1","Antlers","A3",179.19235000829457,787
2330,"Crow","Pirate_v1_c3","Antlers","A1",179.181299240351,788
3390,"Crow","Detective_v3_c3","Antlers","A2",179.17764101137595,789
4720,"Platypus","Magician_v3_c2","Marked Skin 2","E2",179.14698381007298,790
3791,"Husky","Detective_v3_c2","Antlers","A2",179.12192727445418,791
858,"Black Red Panda","Peddler_v1_c3","Bubble Pipe","E1",179.04422410399513,792
3068,"Frog","Peddler_v1_c3","Techno Skin Purple","D3",178.99852891871234,793
2750,"Nega Tiger","Hunter_v2_c2","None","D3",178.94267681716707,794
2502,"Stag","Peddler_v3_c3","Earring","A2",178.89288871420754,795
2304,"Frog 2","Magician_v1_c3","Mutton Chop","D1",178.88672500070038,796
128,"White Tiger","Magician_v1_c1","None","E3",178.85747492374097,797
784,"Gold Hart","Magician_v1_c2","None","E3",178.8328100577946,798
1366,"Gold Hart","Farmer_v3_c1","None","E1",178.81209574807556,799
1207,"Red Black Panda","Peddler_v3_c1","Tattoo 1","A3",178.76359912954368,800
4390,"Black Cat","Peddler_v1_c1","Fire Skin","A3",178.74402190992362,801
2905,"Dog","Detective_v3_c3","Bubble Pipe","A1",178.72624202366586,802
4470,"Crow","Pirate_v3_c2","Bubble Pipe","A2",178.72258379469082,803
4553,"Rabbit","Pirate_v3_c2","Pipe","A1",178.6917841728698,804
4636,"White Tiger","Medic_v1_c1","None","B1",178.67693591929523,805
1635,"Owl","Medic_v3_c1","Tattoo 3","E3",178.67035970723467,806
3212,"Panda","Medic_v3_c1","None","A1",178.65723854009372,807
745,"Gator","Pirate_v3_c1","None","A1",178.65723854009372,807
2861,"Dog","Pirate_v3_c1","Pipe","A3",178.59027430621884,809
3034,"Stag","Detective_v1_c3","Mutton Chop","A3",178.58219191448748,810
3928,"Frog","Medic_v3_c1","Tattoo 3","E2",178.562548629355,811
2107,"Cat","Pirate_v1_c2","Lava Hands","B2",178.56021010519783,812
2469,"Frog","Fighter_v1_c2","Fire Skin","B3",178.45337086524304,813
441,"Tiger","Pirate_v2_c2","Robotic Hand","D3",178.39866769025207,814
451,"Stag","Magician_v2_c2","Aura Aqua","F3",178.2769346729326,815
2191,"Tiger","Hunter_v2_c2","Electric","D3",178.2763251070271,816
2489,"Cat","Mercenary_v3_c1","Feathered Wings","B1",178.21816077839458,817
389,"Black Red Panda","Pirate_v3_c2","None","A3",178.2180313525061,818
4998,"Platypus","Peddler_v3_c2","Sunglasses","B2",178.20914407833817,819
4055,"Stag","Detective_v3_c3","None","A1",178.20698058456253,820
1046,"Stag","Pirate_v3_c2","None","A2",178.2033223555875,821
4703,"Platypus","Detective_v3_c1","None","F2",178.14303358487786,822
2855,"Red Panda","Mercenary_v2_c3","Feathered Wings","B1",178.11534129731885,823
1528,"Owl 2","Magician_v2_c2","Marked Skin 2","B1",177.9951592027913,824
255,"Owl 2","Detective_v2_c1","Head Tech","E1",177.9428766309189,825
3720,"Red Panda","Fighter_v3_c3","Lava Hands","B3",177.91700752123074,826
4779,"Shiba Inu","Bard_v3_c1","Fire Skin","A3",177.80559671803647,827
587,"Red Gator","Mercenary_v2_c1","Fire Eyes","E3",177.77155395669766,828
1085,"Gator","Magician_v2_c1","Sunglasses","D3",177.76395847323192,829
4669,"Panda","Detective_v2_c2","Crystal Necklace","E1",177.7538566337434,830
4387,"Gold Hart","Peddler_v1_c1","None","E2",177.7305316670084,831
1800,"Red Black Panda","Peddler_v2_c3","Fire Eyes","E2",177.72021333232237,832
1551,"Red Black Panda","Pirate_v2_c1","Bandana","F3",177.69572539340876,833
3381,"Stag","Mercenary_v3_c2","Bubble Pipe","A2",177.60313563782657,834
132,"Rabbit","Magician_v1_c3","Techno Skin Blue","E1",177.32708811170414,835
189,"Red Gator","Peddler_v3_c2","None","A3",177.32143814332898,836
4451,"Red Gator","Peddler_v1_c3","None","A3",177.32143814332898,836
2164,"Red Black Panda","Magician_v1_c3","None","A2",177.30672914641036,838
1112,"Rabbit","Peddler_v1_c3","Techno Skin Blue","E2",177.2964617970479,839
2652,"Stag","Detective_v1_c2","Rock Hands","F3",177.2903400350775,840
2505,"Red Panda","Hunter_v3_c3","Mohawk","D3",177.26023551575082,841
2416,"Red Panda","Detective_v1_c2","Black Eyes","D1",177.26023551575082,841
4156,"Shiba Inu","Detective_v2_c1","Horns 2","F2",177.23981898457131,843
2608,"Rabbit","Medic_v3_c1","Tattoo 3","A3",177.22326592826568,844
3017,"Cat","Magician_v1_c1","Laser Eyes","A2",177.2208949796299,845
2048,"Husky","Peddler_v3_c3","Ice Hands","D2",176.9880620394121,846
3264,"Owl","Medic_v3_c1","Tattoo 1","A1",176.96765829874397,847
3751,"Cat","Pirate_v3_c1","Earring","A1",176.8550976641494,848
3207,"Dog","Detective_v3_c3","Earring","A2",176.85143943517437,849
1843,"Red Gator","Bard_v2_c2","Techno Skin Blue","G1",176.64259262650683,850
3019,"Frog","Detective_v2_c1","Head Tech","D1",176.5263588238096,851
2419,"Frog 2","Hunter_v3_c2","Fire Eyes","C3",176.3937844814041,852
3164,"Frog","Bard_v2_c2","Fire Skin","A3",176.32721284787343,853
1312,"Frog","Magician_v1_c2","Fire Skin","A1",176.31616207992982,854
4027,"Cat","Hunter_v3_c2","Horns 2","F1",176.0564925492251,855
3094,"Red Panda","Hunter_v3_c1","Crystal Necklace","F2",175.91229156926912,856
3345,"Rabbit","Peddler_v1_c3","Mutton Chop","A2",175.88599964553558,857
220,"Owl","Hunter_v1_c2","Fire Skin","E1",175.73821403113192,858
4969,"Red Gator","Pirate_v2_c2","Aura Aqua","A3",175.72272587581324,859
291,"Frog 2","Peddler_v1_c3","Techno Skin Purple","A1",175.72138350299429,860
530,"Frog 2","Magician_v1_c3","Techno Skin Blue","A1",175.72138350299429,860
1448,"Frog","Hunter_v1_c2","Fire Skin","E1",175.68174357762757,862
3761,"Black Red Panda","Hunter_v3_c2","Tattoo 5","F2",175.60947133136386,863
754,"Tiger","Farmer_v3_c3","Marked Skin 2","F1",175.57080539779136,864
2087,"Husky","Hunter_v1_c1","Fire Skin","E1",175.5699396596156,865
4548,"Gator","Detective_v1_c1","Aura Purple","B2",175.55817203744547,866
1144,"Owl","Peddler_v3_c2","Aura Purple","F2",175.36481945467943,867
1896,"Panda","Magician_v4_c3","Lava Hands","E1",175.32450320117536,868
3235,"Black Red Panda","Hunter_v3_c3","Fire Aura","E3",175.26119544365793,869
1017,"Tiger","Medic_v1_c3","Electric","A3",175.1220343772646,870
3577,"White Tiger","Bard_v2_c1","None","E1",175.0290386062999,871
4136,"White Tiger","Hunter_v2_c3","None","E2",174.99841229164366,872
2142,"Owl","Pirate_v1_c1","Electric","E2",174.90158010339908,873
1867,"Frog","Peddler_v1_c3","Robotic Hand","F2",174.82491762862608,874
1968,"Gold Hart","Medic_v1_c1","None","E1",174.78350097683372,875
3024,"Cat","Magician_v1_c3","Marked Skin","F3",174.73561859010758,876
1279,"Cat","Detective_v2_c1","Mohawk","E2",174.71173106755063,877
3152,"Platypus","Magician_v1_c3","Fire Aura","A1",174.69849445738276,878
3065,"Gator","Fighter_v3_c2","Feathered Wings","B2",174.56764481956534,879
424,"Frog 2","Mercenary_v3_c2","Rock Hands","F1",174.52987327954762,880
3181,"White Tiger","Bard_v1_c1","None","A1",174.50441843945072,881
2008,"Platypus","Detective_v1_c3","Black Eyes","A2",174.50035234289953,882
250,"Stag","Hunter_v3_c2","Tattoo 2","B2",174.49828130316624,883
1262,"Frog 2","Magician_v1_c3","Sunglasses","B3",174.4867479281692,884
4953,"Shiba Inu","Magician_v3_c3","Black Eyes","A1",174.42084589535835,885
1480,"Husky","Bard_v1_c1","Fire Skin","B2",174.40293898275047,886
3494,"Black Cat","Hunter_v3_c3","Mohawk","A2",174.33470188518558,887
162,"Red Black Panda","Mercenary_v2_c1","Horns","C3",174.32055125004024,888
2715,"Rabbit","Detective_v3_c1","None","C3",174.2935754331209,889
4654,"Frog","Medic_v3_c2","None","C3",174.23710497961656,890
3222,"Rabbit","Detective_v2_c3","Horns 2","G1",174.23330979284373,891
902,"Red Gator","Hunter_v1_c2","Marked Skin 2","C2",174.22488913324153,892
510,"Owl","Hunter_v3_c1","Mohawk","B1",174.16143531341675,893
2934,"Frog 2","Bard_v2_c3","Fire Skin","A3",174.14356019036566,894
3786,"Rabbit","Hunter_v3_c3","Mohawk","B2",174.09242523690995,895
415,"Red Gator","Mercenary_v2_c2","Robotic Hand","C3",174.08122878838233,896
2945,"Goat","Hunter_v3_c1","Mohawk","D1",174.03595478340557,897
1455,"Gator","Magician_v4_c3","Lava Hands","A3",173.8981237319254,898
681,"Gold Hart","Bard_v1_c3","None","B1",173.84097786940862,899
4728,"Crow","Bard_v2_c1","Fire Skin","B1",173.61485272583474,900
3046,"Owl 2","Detective_v3_c2","None","F2",173.51036788733305,901
4252,"Owl 2","Pirate_v3_c2","None","F2",173.51036788733305,901
791,"Black Cat","Peddler_v3_c2","Antlers","C1",173.50531571603003,903
3861,"Frog","Mercenary_v2_c2","Unicorn","B2",173.24160177051806,904
4473,"Tiger","Mercenary_v3_c1","White Eyes","D2",173.10153355535783,905
2772,"Platypus","Magician_v1_c3","Rock Hands","B3",173.05232728361673,906
1446,"Cat","Hunter_v3_c3","Marked Skin 2","E3",173.018432926779,907
3484,"Crow","Peddler_v2_c2","Lava Hands","C2",173.01089518372126,908
294,"Crow","Mercenary_v1_c2","Electric","F2",173.01089518372126,908
571,"Owl 2","Mercenary_v3_c2","White Eyes","D1",172.77987647270336,910
4573,"Black Red Panda","Hunter_v3_c2","Tattoo 2","E1",172.7703700426537,911
1652,"Black Cat","Mercenary_v1_c1","Lava Hands","D3",172.76620886833948,912
647,"Crow","Peddler_v3_c3","White Eyes","D1",172.7402546598888,913
4483,"Goat","Bard_v1_c2","Fire Skin","B2",172.71346436194963,914
3140,"White Tiger","Medic_v1_c2","None","A1",172.70313990063795,915
1738,"White Tiger","Bard_v1_c2","None","A2",172.6994816716629,916
2094,"Black Red Panda","Magician_v2_c2","Aura Purple","D3",172.61751004151026,917
3441,"Black Cat","Medic_v3_c2","None","D2",172.59439799635268,918
6,"Goat","Bard_v1_c2","Laser Eyes","A1",172.5844529135046,919
920,"Frog","Medic_v1_c2","Laser Eyes","A2",172.5807946845296,920
1316,"Rabbit","Peddler_v3_c2","Fire Aura","E3",172.57971217162464,921
7,"Dog","Peddler_v3_c3","Cigar","B1",172.56994227473768,922
3992,"Owl 2","Peddler_v1_c3","Rock Hands","B3",172.5633590650635,923
2582,"Panda","Magician_v3_c2","Beard","B2",172.5303650199016,924
4192,"Goat","Peddler_v3_c3","Bandana","F1",172.45161669302894,925
2629,"Tiger","Magician_v2_c1","None","F3",172.4430137395169,926
1751,"Black Red Panda","Peddler_v3_c1","Marked Skin","B2",172.37340113061916,927
2848,"Rabbit","Hunter_v3_c3","Head Tech","E2",172.33388766174116,928
3568,"Frog 2","Magician_v2_c3","Crystal Necklace","F3",172.3036755998257,929
1369,"Owl 2","Detective_v3_c1","None","B1",172.29428275762896,930
420,"Stag","Peddler_v2_c1","Black Eyes","B3",172.2309728222205,931
384,"Husky","Hunter_v3_c3","Mohawk","E2",172.16561329022483,932
3245,"Goat","Peddler_v3_c2","Ice Hands","E1",172.16524970662286,933
464,"Frog","Mercenary_v3_c2","Ice Hands","E2",172.1346233919666,934
604,"Red Gator","Detective_v1_c3","None","F1",172.0240589050052,935
1110,"Panda","Magician_v4_c1","Marked Skin 2","B3",171.76672669273944,936
755,"Tiger","Pirate_v1_c2","Earring","E1",171.7530996047718,937
3086,"Goat","Magician_v3_c1","Marked Skin 2","A1",171.6163785609566,938
4383,"Frog 2","Magician_v2_c3","Fire Eyes","C2",171.56967497361697,939
4670,"Crow","Hunter_v3_c3","Marked Skin 2","A1",171.56028837986645,940
3081,"Crow","Magician_v3_c3","Marked Skin 2","A2",171.5566301508914,941
1911,"Platypus","Mercenary_v3_c1","Electric","A3",171.5004896305327,942
4016,"Black Red Panda","Detective_v1_c1","Monocle","A1",171.4591412116592,943
2151,"Platypus","Mercenary_v1_c1","Electric","E1",171.20394806554089,944
2927,"Red Panda","Detective_v2_c3","Marked Skin 2","D2",171.20319723428807,945
2478,"Gator","Hunter_v3_c1","Tattoo 3","F1",171.14413585401428,946
2200,"Platypus","Peddler_v3_c3","Bubble Pipe","D1",171.13125413882034,947
4650,"Red Black Panda","Bard_v3_c2","Techno Skin Blue","B2",171.0561592763427,948
4852,"Rabbit","Hunter_v3_c1","Mohawk","A3",170.93813450714745,949
1066,"Red Panda","Mercenary_v2_c1","Lava Hands","B1",170.93148348846103,950
1108,"Stag","Detective_v1_c2","Aura Purple","E3",170.91031309071676,951
4629,"Panda","Detective_v1_c2","Rock Hands","E3",170.87713967369893,952
3448,"Gator","Magician_v3_c3","Monocle","E1",170.8564253639799,953
1989,"Crow","Hunter_v3_c3","Mohawk","A2",170.81086487563428,954
4584,"Rabbit","Magician_v1_c3","Ice Hands","A3",170.79534069087725,955
4843,"Owl","Peddler_v3_c2","Ice Hands","A2",170.78063169395864,956
3812,"Gator","Magician_v2_c1","Tattoo 4","F3",170.69055714093545,957
2410,"Stag","Mercenary_v1_c2","Black Eyes","B1",170.6169084844399,958
1097,"Platypus","Peddler_v3_c2","Beard","D2",170.53095413899507,959
3395,"Gator","Detective_v2_c1","Antlers","D3",170.4706323549058,960
4940,"Frog","Magician_v2_c1","Techno Skin Purple","C3",170.45756806260636,961
4570,"Red Panda","Detective_v2_c3","Mohawk","B2",170.41162440463972,962
1780,"Dog","Detective_v1_c3","Mutton Chop","C3",170.4014778815162,963
1504,"Frog 2","Peddler_v3_c1","Techno Skin Purple","F3",170.3457641445944,964
701,"Frog 2","Mercenary_v3_c2","Aura Aqua","B1",170.33992573977358,965
3078,"Stag","Magician_v2_c3","Tattoo 5","F1",170.329590073424,966
4578,"Crow","Peddler_v1_c3","Aura Aqua","D3",170.32662940018855,967
1893,"Frog 2","Magician_v1_c3","Aura Aqua","D2",170.31672321765802,968
2473,"Crow","Pirate_v1_c3","None","F2",170.30984863862102,969
1074,"Shiba Inu","Mercenary_v3_c2","Mustache","D1",170.21391936041408,970
2681,"Black Cat","Peddler_v3_c2","Spiked Body","A1",170.18196164672764,971
2088,"Goat","Mercenary_v1_c2","Unicorn","A1",170.07626027281196,972
3549,"Panda","Detective_v1_c1","Bubble Pipe","D2",170.06138269261191,973
4175,"Black Red Panda","Farmer_v2_c3","Electric","F3",170.01794168179677,974
610,"Husky","Detective_v3_c2","None","F3",169.98160358261302,975
4774,"Owl","Peddler_v3_c3","Aura Purple","A1",169.93158270766833,976
659,"Tiger","Mercenary_v2_c2","Spiked Body","D3",169.91664451734655,977
1012,"Platypus","Peddler_v3_c2","Rock Hands","A2",169.86052250291758,978
235,"Tiger","Detective_v1_c1","None","D1",169.7771564138047,979
3507,"Black Cat","Peddler_v1_c3","Monocle","A1",169.6985302741786,980
1203,"Gator","Magician_v2_c2","Marked Skin","A3",169.66936835638785,981
4792,"Panda","Peddler_v3_c2","None","F2",169.64065843728795,982
1383,"Goat","Peddler_v3_c2","White Eyes","D1",169.63544740508152,983
4835,"Red Panda","Mercenary_v3_c2","Monocle","A3",169.46611494600634,984
2713,"Shiba Inu","Medic_v3_c2","None","A1",169.4657347254531,985
251,"Stag","Magician_v3_c1","Aura Purple","A2",169.44851031482915,986
4673,"Frog","Detective_v2_c2","Black Eyes","D2",169.4188781770403,987
1077,"Red Black Panda","Peddler_v2_c3","Spiked Body","B2",169.4083987948151,988
4955,"Black Cat","Mercenary_v2_c1","Electric","E3",169.3987425572766,989
3743,"Black Cat","Detective_v3_c1","None","A2",169.37959071528033,990
3218,"Owl 2","Magician_v1_c3","Cigar","A1",169.37521251333936,991
3246,"Red Black Panda","Magician_v3_c2","None","B1",169.33792076778008,992
3616,"Cat","Peddler_v3_c3","Robotic Hand","A1",169.3355907005248,993
3433,"Red Gator","Detective_v1_c1","None","D2",169.31471824566452,994
639,"Red Black Panda","Detective_v2_c1","None","B3",169.29171574529133,995
4273,"Panda","Hunter_v3_c2","Tattoo 3","E2",169.2366868515829,996
4002,"Stag","Detective_v1_c2","White Eyes","A1",169.2080596329131,997
3781,"Black Red Panda","Magician_v3_c1","Marked Skin","A2",169.20440140393805,998
2196,"Panda","Detective_v2_c1","Mustache","A2",169.17330274554698,999
4868,"Rabbit","Medic_v3_c2","None","D3",169.13731406700467,1000
351,"Black Cat","Magician_v4_c3","Feathered Wings","E1",169.09067393520326,1001
1668,"Frog","Detective_v3_c1","None","D3",169.08084361350032,1002
3681,"Crow","Medic_v3_c2","None","D2",169.07056098680138,1003
1536,"Frog 2","Detective_v3_c1","None","D3",168.96903969548836,1004
387,"Husky","Detective_v3_c1","None","D1",168.96903969548836,1004
4490,"Red Gator","Magician_v4_c1","Cigar","B3",168.94777247628414,1006
3333,"Platypus","Magician_v2_c3","Techno Skin Blue","D1",168.93470398266518,1007
4289,"Red Black Panda","Mercenary_v2_c3","Rock Hands","D3",168.9249674222661,1008
4082,"Red Black Panda","Farmer_v1_c1","Marked Skin 2","D3",168.79609644803907,1009
2358,"Red Panda","Detective_v1_c3","Crystal Necklace","E2",168.72496130889786,1010
1122,"Shiba Inu","Peddler_v1_c3","Beard","E3",168.6947849572941,1011
352,"Cat","Mercenary_v3_c2","Aura Aqua","E3",168.61943244939505,1012
2005,"Tiger","Hunter_v1_c2","Black Eyes","D1",168.55857689531342,1013
3706,"Shiba Inu","Detective_v3_c3","None","D2",168.53318629855883,1014
1861,"Black Cat","Pirate_v3_c2","None","B3",168.4276980169879,1015
2539,"Black Cat","Detective_v3_c2","None","B3",168.4276980169879,1015
223,"Tiger","Peddler_v2_c1","Mustache","D3",168.36104431239852,1017
224,"Red Panda","Detective_v2_c1","Horns 2","A3",168.33078369229273,1018
837,"Tiger","Pirate_v2_c1","Earring","A3",168.31406707429733,1019
4321,"Owl 2","Detective_v3_c3","None","B1",168.15058527863738,1020
4356,"Stag","Peddler_v2_c3","Marked Skin 2","A2",168.1246639565091,1021
4707,"Owl","Detective_v1_c1","Crystal Necklace","E3",168.0988956948363,1022
2316,"Frog 2","Mercenary_v3_c2","Aura Purple","E3",168.06055544716716,1023
4434,"Red Black Panda","Bard_v2_c3","Mohawk","D1",168.05033117278197,1024
236,"Gator","Peddler_v3_c1","Antlers","B1",168.04923839100857,1025
900,"Crow","Peddler_v3_c3","Antlers","B3",167.91962894225827,1026
1102,"Panda","Magician_v4_c1","Monocle","G1",167.9161651024046,1027
4354,"Red Black Panda","Magician_v4_c3","Techno Skin Blue","A2",167.8871595496616,1028
2596,"Frog","Magician_v3_c2","Mutton Chop","B1",167.86072081340095,1029
3609,"Rabbit","Magician_v3_c2","Techno Skin Purple","D1",167.84818119039852,1030
4404,"Owl","Peddler_v3_c2","Tattoo 4","C2",167.8313472324572,1031
94,"Goat","Detective_v2_c1","Mutton Chop","D1",167.79171073689415,1032
4361,"Owl 2","Magician_v3_c2","Techno Skin Purple","A1",167.77079830680992,1033
3321,"Rabbit","Peddler_v1_c3","Monocle","E1",167.72468413641542,1034
635,"Black Red Panda","Magician_v3_c2","Earring","B2",167.69417282317303,1035
4385,"Black Red Panda","Detective_v1_c1","Earring","B2",167.69417282317303,1035
1963,"Rabbit","Magician_v1_c3","Tattoo 1","F3",167.67854687685195,1037
2828,"Black Red Panda","Magician_v3_c3","Mustache","E2",167.64310290112408,1038
4277,"Frog","Peddler_v2_c2","Electric","B2",167.63819267960898,1039
501,"Owl 2","Peddler_v2_c2","Lava Hands","A1",167.61728024952475,1040
4598,"Black Red Panda","Pirate_v2_c2","Mutton Chop","A1",167.6133633687661,1041
4704,"Dog","Magician_v1_c3","Monocle","E2",167.58149718716462,1042
1560,"Frog 2","Magician_v1_c3","Monocle","E3",167.57712407461815,1043
4384,"Red Black Panda","Detective_v1_c1","None","E2",167.5103731161045,1044
1350,"Frog 2","Peddler_v3_c2","Tattoo 1","C3",167.51027250533565,1045
280,"Stag","Peddler_v2_c3","Monocle","G1",167.4659071468734,1046
3853,"Dog","Peddler_v3_c2","Tattoo 4","C3",167.44625527877645,1047
1872,"Owl","Bard_v3_c2","Feathered Wings","B3",167.43011387477708,1048
3727,"Red Gator","Peddler_v2_c2","White Eyes","E2",167.4057523087552,1049
2737,"Owl","Detective_v1_c3","Crystal Necklace","B2",167.31568860522577,1050
2137,"Red Panda","Magician_v2_c3","Crystal Necklace","A2",167.31449915738554,1051
3930,"Husky","Peddler_v3_c3","Pipe","D2",167.28484200363394,1052
5000,"Rabbit","Detective_v2_c3","Mohawk","B3",167.26661917981687,1053
408,"Frog 2","Medic_v3_c2","None","E3",167.26184274469486,1054
407,"Owl 2","Detective_v2_c3","Mohawk","A3",167.1774820101538,1055
3864,"Frog 2","Hunter_v3_c3","Crystal Necklace","D1",167.14741423370947,1056
27,"Frog 2","Detective_v2_c3","Head Tech","B1",167.1445498307893,1057
4037,"Shiba Inu","Magician_v1_c3","Mustache","A2",167.04491963373297,1058
1385,"Red Panda","Peddler_v3_c2","Beard","A2",166.9070303040929,1059
