"id1","rank_number","char","cls","atr","bg","rarityscore"
1178,4161,"Panda","Magician_v1_c2","None","A1",110.28623013673236
1179,4874,"Owl 2","Hunter_v2_c3","None","A3",90.67670532178892
1180,1992,"Red Gator","Magician_v1_c2","Tattoo 5","D3",144.73508700040037
1181,160,"Owl","Magician_v4_c2","Ice Hands","D3",247.91463142063972
1182,4653,"Red Panda","Farmer_v1_c2","None","E2",95.96003214882805
1183,2004,"Red Black Panda","Bard_v3_c1","Bandana","B3",144.38512622416775
1184,3471,"Red Panda","Farmer_v2_c1","Tattoo 1","F3",118.01421429855
1185,12,"Platypus","Medic_v2_c1","None","C2",1676.7802884868388
1186,2865,"Dog","Bard_v1_c2","Marked Skin 2","A2",127.72551903978031
1187,3481,"Cat","Fighter_v3_c1","Ice Hands","A2",117.8359282022213
1188,4751,"Frog 2","Hunter_v1_c3","None","E2",93.64485847155572
1189,2157,"Stag","Magician_v1_c1","Mutton Chop","E3",140.89436505853584
1190,2395,"Dog","Mercenary_v2_c1","Rock Hands","D2",135.76538777127013
1191,2529,"Cat","Magician_v2_c3","None","B1",133.64212952198886
1192,2173,"Red Gator","Peddler_v1_c1","Tattoo 5","A3",140.52985850422695
1193,3467,"Goat","Peddler_v1_c2","Spiked Body","B2",118.06832443191465
1194,1985,"Black Red Panda","Bard_v3_c2","Marked Skin","D1",144.9789566861747
1195,1987,"Frog 2","Pirate_v1_c2","Robotic Hand","E3",144.93477713584264
1196,2027,"Frog 2","Peddler_v1_c3","None","A1",144.04928643307642
1197,3732,"Cat","Peddler_v1_c1","Marked Skin","A2",114.5991256132523
1198,3697,"Husky","Fighter_v1_c1","Beard","D3",114.92871349635882
1199,4471,"Husky","Farmer_v1_c3","Tattoo 1","A3",106.36757755231406
1200,4393,"Red Panda","Bard_v3_c2","None","E3",107.75184896367954
1201,1847,"Gator","Hunter_v3_c3","None","A2",147.34564380318216
1202,2889,"Frog 2","Mercenary_v1_c1","Tattoo 3","A1",127.47304131790628
1203,981,"Gator","Magician_v2_c2","Marked Skin","A3",169.66936835638785
1204,3174,"Frog","Pirate_v2_c2","None","D2",122.71723940318569
1205,4821,"Shiba Inu","Bard_v1_c3","None","E2",91.58979354995117
1206,2959,"Black Cat","Hunter_v1_c2","Techno Skin Purple","A2",126.4651331633495
1207,800,"Red Black Panda","Peddler_v3_c1","Tattoo 1","A3",178.76359912954368
1208,4374,"Owl","Farmer_v2_c1","Tattoo 1","E3",107.98294570279937
1209,721,"Stag","Magician_v1_c3","Spiked Body","A2",183.14573253705137
1210,731,"Rabbit","Pirate_v3_c1","Mustache","E2",182.5723339148051
1211,4928,"Frog","Bard_v1_c2","None","A2",86.62909878878001
1212,2622,"Panda","Peddler_v2_c1","None","B1",132.32069064340712
1213,3805,"Crow","Farmer_v1_c3","Aura Purple","A2",113.8223235510585
1214,2600,"Frog","Peddler_v2_c3","Monocle","A1",132.61032890026297
1215,675,"Cat","Knight_v1_c3","None","A3",185.20771760460843
1216,4084,"Black Red Panda","Farmer_v1_c2","None","B3",110.9522699934295
1217,3009,"Goat","Detective_v2_c2","None","A1",125.80098396810963
1218,2995,"Panda","Farmer_v3_c3","Bandana","A2",125.9503692955475
1219,1761,"Frog","Magician_v2_c1","Tattoo 3","B2",149.01314969658728
1220,670,"Rabbit","Pirate_v1_c3","Horns","E1",185.57472088378765
1221,661,"Cat","Pirate_v3_c2","Aura Aqua","E3",186.23014673510934
1222,3729,"Red Panda","Farmer_v3_c2","Pipe","B1",114.65108888306644
1223,4164,"Frog","Farmer_v3_c1","Pipe","A3",110.27535608394768
1224,2539,"Crow","Detective_v1_c3","None","D1",133.57311944548206
1225,4667,"Owl","Hunter_v1_c3","None","B3",95.59447547225889
1226,1415,"Red Gator","Hunter_v1_c1","Horns 2","A3",156.63047530891984
1227,4684,"Cat","Peddler_v1_c1","None","D3",95.4591097836463
1228,1554,"Black Cat","Magician_v3_c3","Beard","A3",153.46798317490516
1229,522,"Owl 2","Magician_v2_c3","Feathered Wings","A2",194.72071215263986
1230,3977,"Red Panda","Hunter_v1_c2","Antlers","A3",112.02986377887284
1231,4189,"Platypus","Bard_v3_c1","Tattoo 5","A3",109.99304779302011
1232,4179,"Dog","Bard_v1_c2","Rock Hands","E3",110.10450447820661
1233,4538,"Frog 2","Hunter_v2_c2","Bandana","A3",104.1392074903562
1234,1677,"Rabbit","Bard_v2_c2","Lava Hands","D2",150.60063111531207
1235,1498,"Shiba Inu","Bard_v1_c1","Feathered Wings","E2",154.50714527389084
1236,2640,"Frog","Magician_v2_c3","None","E1",131.90129836605968
1237,227,"Black Cat","Mercenary_v3_c3","None","E1",231.24960075007635
1238,2355,"Rabbit","Bard_v3_c2","Techno Skin Purple","E2",136.20479513038126
1239,2822,"Husky","Mercenary_v1_c3","Tattoo 1","E3",128.6866290032407
1240,1551,"Cat","Magician_v3_c2","Antlers","D3",153.52910827052457
1241,3228,"Gator","Bard_v1_c2","Tattoo 5","B3",121.72598971772615
1242,1830,"Gator","Peddler_v2_c2","Bubble Pipe","D2",147.64774632897556
1243,1223,"Goat","Peddler_v1_c3","Pipe","E2",162.43140335618844
1244,605,"Tiger","Detective_v1_c1","Monocle","A3",188.69255877867138
1245,1430,"Black Cat","Magician_v4_c3","Marked Skin 2","F2",156.2838151278818
1246,2554,"Husky","Mercenary_v2_c3","Beard","D2",133.1652983893535
1247,1835,"Goat","Peddler_v3_c1","Bubble Pipe","A3",147.4854464647631
1248,4425,"Cat","Medic_v1_c3","Beard","A2",106.98679452579262
1249,1210,"Panda","Pirate_v1_c1","Aura Aqua","D3",162.61315348456978
1250,152,"Frog","Mercenary_v3_c3","Aura Aqua","A1",249.400711416906
1251,2827,"Gator","Bard_v3_c2","None","F2",128.54899177062129
1252,4044,"Shiba Inu","Fighter_v1_c3","Tattoo 1","E1",111.45599354923482
1253,748,"Stag","Pirate_v1_c3","None","B3",181.39512713628665
1254,3203,"Tiger","Bard_v1_c1","None","A3",122.10262907133986
1255,2938,"Owl","Hunter_v1_c2","Horns 2","D3",126.69193946788968
1256,3902,"Shiba Inu","Farmer_v1_c3","Tattoo 5","D3",113.06417384626639
1257,1215,"Crow","Hunter_v3_c1","Horns 2","A2",162.54529974153468
1258,1897,"Husky","Detective_v2_c2","Beard","E3",146.67264204664457
1259,4237,"Panda","Magician_v1_c1","None","E1",109.65181163443009
1260,3548,"Frog 2","Farmer_v1_c2","Bubble Pipe","C2",116.82180532679547
1261,1741,"Shiba Inu","Hunter_v3_c1","Tattoo 3","A1",149.39804080854003
1262,884,"Frog 2","Magician_v1_c3","Sunglasses","B3",174.4867479281692
1263,594,"Black Cat","Detective_v3_c3","Spiked Body","E1",189.2301061696355
1264,2281,"Red Panda","Pirate_v2_c1","Tattoo 5","A2",137.74636509941453
1265,3157,"Platypus","Hunter_v1_c3","Fire Aura","A3",122.89831334126839
1266,1192,"Goat","Pirate_v3_c2","None","E1",163.2092348739962
1267,1820,"Owl","Detective_v2_c2","Rock Hands","A3",147.93819828418674
1268,187,"Frog 2","Magician_v4_c2","Marked Skin","A2",240.31964376038843
1269,2016,"Dog","Peddler_v1_c3","None","A3",144.11605093794176
1270,1419,"Cat","Hunter_v2_c1","Unicorn","C2",156.50770402556438
1271,2142,"Panda","Bard_v2_c2","Spiked Body","C3",141.16095746773286
1272,3450,"Black Cat","Hunter_v1_c2","Tattoo 5","C1",118.2272403192046
1273,1613,"Crow","Farmer_v3_c2","Unicorn","E2",152.2152857025708
1274,3618,"Crow","Medic_v1_c1","Ice Hands","A1",115.88284039945027
1275,3237,"Platypus","Farmer_v2_c2","Marked Skin","B3",121.4804178612167
1276,2994,"Owl","Mercenary_v1_c2","Tattoo 3","A2",125.97738810017822
1277,4351,"Panda","Farmer_v2_c3","None","A3",108.22543216518014
1278,2364,"Crow","Mercenary_v1_c3","Tattoo 3","C2",136.12288923773662
1279,877,"Cat","Detective_v2_c1","Mohawk","E2",174.71173106755063
1280,62,"Platypus","Pirate_v3_c3","Beard","D1",293.7601465846039
1281,4867,"Red Panda","Hunter_v2_c3","None","A2",90.74184798959372
1282,2986,"Husky","Magician_v1_c1","Mutton Chop","D1",126.05458214355752
1283,3150,"Cat","Farmer_v2_c1","Techno Skin Blue","A1",122.94495438277325
1284,1254,"Red Black Panda","Peddler_v2_c3","Tattoo 4","B2",161.87492657259287
1285,2325,"Frog","Pirate_v2_c2","Bubble Pipe","A2",136.5129596900667
1286,2593,"Dog","Fighter_v1_c2","Mohawk","A1",132.70051344277357
1287,4145,"Cat","Peddler_v1_c2","Tattoo 4","B2",110.47876202860226
1288,3315,"Owl 2","Mercenary_v3_c1","None","B1",120.3026068419797
1289,786,"Cat","Hunter_v3_c3","Head Tech","C1",179.22541685645135
1290,2349,"Goat","Mercenary_v3_c1","White Eyes","A3",136.24389252437564
1291,3664,"Black Cat","Peddler_v1_c2","Beard","A1",115.34292274512582
1292,4291,"Goat","Farmer_v3_c3","Pipe","A1",109.21336754959317
1293,1633,"Goat","Pirate_v1_c2","Fire Aura","D2",151.63389928452952
1294,1066,"Shiba Inu","Medic_v3_c1","None","E2",166.7288411689988
1295,3549,"Crow","Farmer_v3_c1","Robotic Hand","E2",116.82120306951758
1296,2216,"Black Cat","Pirate_v2_c2","Tattoo 4","E1",139.43091966169897
1297,2361,"Husky","Mercenary_v2_c3","Spiked Body","B2",136.1472978525061
1298,4728,"Cat","Fighter_v3_c1","None","D3",94.43819881056142
1299,4915,"Owl","Hunter_v2_c3","None","A1",87.57769593972785
1300,137,"Dog","Knight_v2_c2","Feathered Wings","A1",251.98055611374576
1301,1723,"Crow","Pirate_v2_c3","Monocle","F3",149.84129612844967
1302,259,"Rabbit","Magician_v4_c2","None","C3",226.504163668415
1304,1128,"Rabbit","Pirate_v3_c2","None","B1",165.0626266645199
1305,1188,"Rabbit","Detective_v3_c3","None","E3",163.2864196372196
1306,783,"Shiba Inu","Medic_v1_c2","Laser Eyes","B1",179.36903709737635
1307,3391,"Frog","Farmer_v1_c3","Mustache","F1",119.07709614774832
1308,4499,"Panda","Hunter_v2_c3","None","E3",105.86480393642712
1309,2887,"Black Red Panda","Bard_v2_c1","Monocle","E3",127.4842390755251
1310,416,"Platypus","Detective_v2_c1","Feathered Wings","F3",206.02534550439447
1311,250,"Red Gator","Knight_v1_c1","None","B3",227.2580166857302
1312,854,"Frog","Magician_v1_c2","Fire Skin","A1",176.31616207992982
1313,1555,"Shiba Inu","Pirate_v1_c1","Rock Hands","C3",153.44761891919867
1314,211,"Stag","Knight_v1_c2","Fire Eyes","A2",234.3077513163941
1315,3123,"Stag","Hunter_v2_c1","Bubble Pipe","E3",123.33788361919362
1316,921,"Rabbit","Peddler_v3_c2","Fire Aura","E3",172.57971217162464
1317,3421,"Frog 2","Bard_v2_c2","Bubble Pipe","F1",118.71041363522474
1318,3611,"Platypus","Bard_v1_c2","Spiked Body","D1",115.98462026881435
1319,1149,"Red Gator","Farmer_v2_c1","Techno Skin Purple","C2",164.74447577106898
1320,775,"Nega Tiger","Bard_v1_c1","None","D1",179.85548688751138
1321,218,"Crow","Knight_v2_c2","Head Tech","E1",232.70865832264576
1322,4298,"Owl","Peddler_v1_c1","Bandana","A3",109.1361148426794
1323,3190,"Rabbit","Bard_v2_c1","Techno Skin Purple","B2",122.41513450735184
1324,4051,"Panda","Farmer_v1_c1","None","B3",111.40252794896068
1325,1816,"Goat","Detective_v2_c1","Earring","A3",148.10470614565068
1326,2544,"Owl 2","Mercenary_v1_c3","Tattoo 4","B2",133.53032797618707
1327,3375,"Shiba Inu","Magician_v1_c2","Horns","A3",119.27109516733083
1328,2101,"Dog","Fighter_v3_c2","Head Tech","C1",142.16234496102652
1329,2812,"Husky","Mercenary_v1_c2","None","G1",128.84923418647242
1331,180,"Gold Hart","Fighter_v3_c3","Head Tech","A1",241.95297929516636
1332,2655,"Shiba Inu","Farmer_v2_c2","Fire Eyes","B3",131.7117142082676
1333,4907,"Cat","Bard_v1_c1","None","A2",88.37428714650262
1334,3187,"Owl 2","Hunter_v2_c1","Horns","F2",122.48161436338529
1335,4133,"Dog","Medic_v1_c3","Aura Aqua","A3",110.53247380556121
1336,2612,"Frog","Fighter_v1_c3","Marked Skin 2","A1",132.48145792603594
1338,448,"Dog","Detective_v3_c2","Head Tech","A3",202.1335103804894
1339,2278,"Rabbit","Mercenary_v1_c3","Marked Skin","D2",137.77754022779195
1340,3070,"Frog 2","Pirate_v1_c2","None","B1",124.64129106851378
1341,2700,"Frog","Mercenary_v1_c1","Tattoo 3","D2",130.79599428801558
1342,4287,"Panda","Farmer_v2_c2","None","A3",109.24634313826502
1343,2502,"Black Cat","Magician_v3_c3","None","A3",133.94266572527084
1344,2493,"Crow","Mercenary_v2_c1","Robotic Hand","E3",134.01238326608538
1345,652,"Black Red Panda","Peddler_v3_c3","Aura Aqua","A3",186.82450223517353
1346,3572,"Cat","Farmer_v1_c3","Cigar","D2",116.55369945958182
1347,2276,"Panda","Pirate_v1_c1","None","E3",137.84966880129198
1348,4786,"Cat","Fighter_v1_c3","None","E2",92.67966123539263
1349,4421,"Black Red Panda","Hunter_v2_c3","None","B2",107.12174293168943
1350,1045,"Frog 2","Peddler_v3_c2","Tattoo 1","C3",167.51027250533565
1351,1416,"Shiba Inu","Detective_v2_c2","Sunglasses","A1",156.60053152113716
1352,2139,"Husky","Fighter_v3_c3","Marked Skin","E3",141.22772104607998
1353,3529,"Cat","Hunter_v1_c1","Antlers","F3",117.06004496131615
1354,1824,"Crow","Peddler_v3_c1","Antlers","A3",147.88441350035805
1355,4867,"Red Panda","Bard_v2_c1","None","A2",90.74184798959372
1356,1736,"Platypus","Mercenary_v2_c2","Horns 2","D2",149.52636216663993
1357,2054,"Platypus","Pirate_v1_c1","Bubble Pipe","D1",143.31535670292286
1358,2036,"Gator","Peddler_v2_c3","Tattoo 4","E1",143.88315219107434
1359,3016,"Gator","Fighter_v3_c2","Tattoo 3","A1",125.67017020674741
1360,1932,"Black Red Panda","Mercenary_v1_c3","Bubble Pipe","A1",145.64660868161639
1361,3797,"Platypus","Medic_v1_c3","Beard","D1",113.84528171973895
1362,1461,"Red Panda","Detective_v1_c2","Robotic Hand","A2",155.75418372686553
1363,1616,"Goat","Medic_v1_c1","Unicorn","B2",152.07316742708372
1364,37,"Nega Tiger","Knight_v2_c3","Mutton Chop","A1",316.9214401113866
1365,1634,"Husky","Mercenary_v1_c2","Marked Skin 2","A2",151.57768409073728
1366,799,"Gold Hart","Farmer_v3_c1","None","E1",178.81209574807556
1367,1411,"Crow","Detective_v2_c1","Horns","E3",156.66534209137964
1368,4161,"Gator","Farmer_v3_c1","None","A1",110.28623013673236
1369,930,"Owl 2","Detective_v3_c1","None","B1",172.29428275762896
1370,469,"Nega Tiger","Bard_v1_c2","Horns","B1",200.4322339814925
1371,1539,"Frog","Fighter_v1_c3","Electric","F2",153.85529705312314
1372,3278,"Frog","Pirate_v2_c1","None","E2",120.91289427362565
1373,1598,"Rabbit","Farmer_v2_c1","Feathered Wings","A2",152.49783290360173
1374,595,"Owl","Magician_v4_c3","Fire Skin","B2",189.20660148212067
1375,572,"Husky","Detective_v3_c3","Ice Hands","D2",191.43787888922898
1376,2049,"Cat","Pirate_v1_c2","Cigar","A1",143.53234632585185
1377,4049,"Red Panda","Hunter_v2_c3","Antlers","B1",111.44544257742012
1378,2290,"Rabbit","Mercenary_v1_c1","Monocle","B2",137.49241021174277
1379,114,"Black Red Panda","Medic_v3_c1","Fire Skin","E1",262.5597766682446
1380,4217,"Goat","Magician_v1_c1","Bubble Pipe","E3",109.79761960881147
1381,3172,"Black Cat","Farmer_v2_c1","Tattoo 2","F2",122.72808340727596
1382,2837,"Black Red Panda","Medic_v1_c2","Rock Hands","D1",128.30296755785014
1383,983,"Goat","Peddler_v3_c2","White Eyes","D1",169.63544740508152
1384,320,"Owl","Magician_v3_c1","Fire Skin","D1",216.60104592656512
1385,1059,"Red Panda","Peddler_v3_c2","Beard","A2",166.9070303040929
1386,1722,"Owl","Magician_v2_c3","Tattoo 2","A1",149.8575934843313
1387,214,"Black Red Panda","Knight_v1_c1","Aura Aqua","D1",233.5773782876593
1388,384,"Shiba Inu","Detective_v3_c2","Head Tech","D2",208.93993145539218
1389,2272,"Dog","Bard_v1_c1","Marked Skin 2","F1",137.94134955941013
1390,4007,"Husky","Mercenary_v2_c3","None","E2",111.83563581015915
1391,1971,"Platypus","Pirate_v2_c1","Monocle","A2",145.20552250291755
1392,154,"Frog","Medic_v3_c1","Laser Eyes","E2",249.13030445508954
1393,2389,"Owl","Peddler_v2_c2","Rock Hands","D1",135.8321408514734
1394,4743,"Frog","Fighter_v1_c2","None","E3",93.80800301394298
1395,3955,"Goat","Farmer_v3_c3","Bandana","B3",112.2567401729556
1396,3175,"Dog","Farmer_v2_c2","Sunglasses","B2",122.70842472701494
1397,1596,"Goat","Hunter_v3_c3","Cigar","A2",152.52990299452026
1398,1347,"Red Black Panda","Farmer_v2_c2","Mutton Chop","E2",158.5780564837826
1399,2646,"Cat","Magician_v2_c2","None","E2",131.81458187031328
1400,485,"Nega Tiger","Hunter_v2_c3","White Eyes","A1",198.08635087574805
1401,4775,"Rabbit","Hunter_v1_c1","None","E2",92.79222186998716
1402,2695,"Panda","Magician_v1_c2","Antlers","D3",130.91715641907695
1403,4504,"Cat","Bard_v2_c1","Pipe","E1",105.76607462488965
1404,239,"Red Panda","Mercenary_v3_c3","None","A2",229.56504618779192
1405,1960,"Shiba Inu","Pirate_v1_c1","Horns","A3",145.37638928497788
1406,1373,"Black Cat","Magician_v2_c3","Marked Skin","E1",157.67806075080787
1407,1690,"Black Red Panda","Mercenary_v2_c2","Robotic Hand","E1",150.48293508521635
1408,3023,"Owl 2","Medic_v1_c1","Mutton Chop","E2",125.5955315222765
1409,4831,"Frog","Bard_v3_c1","None","A3",91.3399982618891
1410,2198,"Panda","Fighter_v1_c2","Marked Skin","F3",139.86591079043083
1411,2192,"Husky","Bard_v2_c3","Mohawk","F1",140.03478248460894
1412,4028,"Cat","Peddler_v1_c2","Mustache","A3",111.6420739558446
1413,3284,"Owl 2","Peddler_v1_c1","Monocle","D2",120.77512968137871
1414,3728,"Frog","Hunter_v1_c3","White Eyes","A1",114.65887402331748
1415,4105,"Frog","Peddler_v1_c2","Tattoo 1","B1",110.7235932496802
1416,3986,"Crow","Bard_v1_c1","Tattoo 4","F2",111.99173180334213
1417,2429,"Owl 2","Peddler_v3_c1","None","E2",135.01510111902527
1418,195,"Red Panda","Magician_v4_c2","Bubble Pipe","A2",238.35724042241193
1419,1224,"Cat","Magician_v1_c3","Earring","D3",162.40972487614118
1420,4302,"Frog 2","Bard_v1_c3","Mustache","B3",109.04635455342799
1421,4019,"Dog","Bard_v1_c1","Tattoo 4","C3",111.71920048425591
1422,3689,"Red Panda","Farmer_v3_c1","Earring","B1",114.99881174843638
1423,3119,"Platypus","Magician_v4_c3","Bandana","A3",123.43260689274143
1424,2339,"Husky","Mercenary_v2_c3","Antlers","C1",136.30531042410237
1425,1337,"Panda","Pirate_v2_c3","Aura Purple","A3",158.95569948950117
1426,2750,"Black Red Panda","Farmer_v1_c3","Tattoo 2","B3",130.2895248953903
1427,3829,"Goat","Mercenary_v2_c2","None","D3",113.70597730333989
1428,4146,"Husky","Hunter_v2_c3","Aura Aqua","A3",110.47676006863941
1429,4475,"Goat","Farmer_v1_c1","Tattoo 4","A2",106.34494150992644
1430,2942,"Platypus","Farmer_v2_c1","Techno Skin Blue","A3",126.64549261798206
1431,4106,"Red Panda","Peddler_v1_c1","Earring","A1",110.71352240781256
1432,2467,"Stag","Bard_v2_c1","Sunglasses","B3",134.39386292907614
1433,1469,"Red Gator","Mercenary_v3_c1","None","F1",155.484016976284
1434,2264,"Black Cat","Pirate_v2_c3","Tattoo 4","A3",138.004540192449
1435,1170,"Frog","Detective_v2_c3","Black Eyes","A1",164.0220021745884
1436,3975,"Rabbit","Mercenary_v2_c3","None","E3",112.05525080605076
1437,3845,"Owl","Farmer_v3_c1","Bubble Pipe","D3",113.63313575260511
1438,4510,"Black Cat","Bard_v2_c2","None","F2",105.46267724481098
1439,2679,"Owl","Farmer_v1_c2","Techno Skin Blue","C3",131.3791178811901
1440,2775,"Panda","Bard_v1_c2","Aura Aqua","D1",129.73982015123644
1441,484,"Husky","Knight_v2_c3","None","E1",198.31885952741277
1442,479,"Crow","Mercenary_v3_c2","Electric","E2",199.44401946880456
1443,2852,"Shiba Inu","Farmer_v2_c1","Techno Skin Purple","E3",128.00942172043483
1444,3065,"Gator","Farmer_v2_c3","Tattoo 1","E2",124.76056852821077
1445,4377,"Cat","Farmer_v2_c3","Earring","E1",107.84967075848579
1446,907,"Cat","Hunter_v3_c3","Marked Skin 2","E3",173.018432926779
1447,1550,"Husky","Detective_v2_c1","Antlers","B1",153.5424046101096
1448,862,"Frog","Hunter_v1_c2","Fire Skin","E1",175.68174357762757
1449,2384,"Rabbit","Peddler_v2_c3","Monocle","D2",135.87794840586466
1450,2221,"Shiba Inu","Peddler_v2_c2","Robotic Hand","D1",139.32590300762791
1451,4644,"Shiba Inu","Bard_v3_c1","None","E3",96.33732465051695
1452,3719,"Husky","Fighter_v1_c3","Rock Hands","E3",114.7449812174753
1453,3731,"Crow","Hunter_v1_c3","White Eyes","A3",114.6138346101709
1454,4706,"Dog","Fighter_v3_c2","None","E1",94.78213628954467
1455,898,"Gator","Magician_v4_c3","Lava Hands","A3",173.8981237319254
1456,1933,"Owl","Mercenary_v3_c2","None","E2",145.62436472713
1457,371,"Husky","Knight_v2_c2","Pipe","D1",210.83761977196596
1458,2053,"Tiger","Hunter_v1_c2","None","G1",143.40689253962455
1459,607,"Rabbit","Detective_v2_c2","Unicorn","B2",188.55842038649826
1460,4465,"Dog","Magician_v1_c1","Earring","A2",106.40858229231723
1461,2671,"Rabbit","Magician_v4_c3","Fire Aura","E1",131.46733119523896
1462,329,"Rabbit","Knight_v1_c3","Robotic Hand","C2",215.97305474879713
1463,629,"Owl","Medic_v3_c1","Aura Purple","D1",187.5467410551913
1464,3834,"Rabbit","Fighter_v3_c1","Horns","A1",113.69443350373696
1465,2333,"Panda","Pirate_v2_c1","None","A1",136.39152425437942
1466,2896,"Rabbit","Fighter_v1_c1","Ice Hands","F1",127.38395179071775
1467,1445,"Black Cat","Detective_v1_c1","Beard","A3",155.9583872153092
1468,42,"Gold Hart","Detective_v3_c2","Unicorn","D2",308.4924474335189
1469,171,"Frog","Magician_v4_c2","Aura Purple","B3",243.86736136999065
1470,1708,"Husky","Peddler_v3_c1","Bandana","D1",150.23614086276135
1471,103,"Frog","Pirate_v3_c3","None","A2",267.4324321221134
1472,1920,"Rabbit","Magician_v2_c2","Tattoo 3","A3",145.91532942032913
1473,4269,"Owl 2","Bard_v3_c1","Tattoo 4","A1",109.4930288065233
1474,4023,"Goat","Fighter_v1_c2","Mustache","A1",111.68711336899118
1475,4711,"Owl","Magician_v1_c1","None","D2",94.59656699954719
1476,2134,"Black Cat","Bard_v3_c2","Mutton Chop","B2",141.3746090805068
1477,367,"Platypus","Knight_v1_c3","Aura Purple","A1",211.43927877110826
1478,1914,"Red Panda","Mercenary_v1_c1","Monocle","F2",146.08901317578616
1479,4636,"Crow","Bard_v2_c2","None","B3",96.53285260407526
1480,886,"Husky","Bard_v1_c1","Fire Skin","B2",174.40293898275047
1481,2806,"Crow","Mercenary_v2_c3","None","G1",128.90494792339422
1482,4728,"Cat","Farmer_v2_c3","None","B2",94.43819881056142
1483,2217,"Frog 2","Pirate_v2_c2","Pipe","D1",139.42313701334527
1484,2404,"Frog","Fighter_v3_c1","Marked Skin 2","B2",135.64679942374204
1485,3683,"Goat","Farmer_v3_c2","Tattoo 1","C2",115.06246488529098
1486,286,"Owl","Bard_v3_c3","None","B2",221.34790230229876
1487,1315,"Frog 2","Detective_v2_c1","Ice Hands","A3",159.42024813754276
1488,4637,"Dog","Magician_v1_c2","None","B2",96.51004755005721
1489,538,"Rabbit","Knight_v2_c1","None","F2",193.90336165416795
1490,4147,"Frog 2","Peddler_v2_c3","None","A3",110.43988265556544
1491,3319,"Rabbit","Bard_v2_c1","Fire Eyes","A3",120.21222328752566
1492,4623,"Shiba Inu","Fighter_v1_c1","None","E3",97.35823562360183
1493,1538,"Panda","Bard_v2_c2","Mohawk","D1",153.8583167912718
1494,1743,"Black Red Panda","Mercenary_v1_c3","Tattoo 2","E2",149.3801399381611
1495,432,"Nega Tiger","Fighter_v1_c1","Earring","F3",204.06695437252714
1496,585,"Frog","Pirate_v3_c2","Mustache","F2",189.703193721672
1497,4829,"Rabbit","Farmer_v2_c3","None","A2",91.38175971847485
1498,3251,"Black Cat","Farmer_v2_c2","Marked Skin","B1",121.36097242599149
1499,394,"Frog 2","Knight_v2_c1","Rock Hands","E3",208.6687907412848
1500,2100,"Husky","Pirate_v1_c2","Mustache","E1",142.18162463345521
1501,138,"Dog","Knight_v1_c1","Feathered Wings","A2",251.97689788477075
1502,4299,"Cat","Hunter_v2_c1","Antlers","B1",109.07788173432903
1503,1151,"Platypus","Peddler_v3_c2","Bandana","A1",164.5132227914645
1504,964,"Frog 2","Peddler_v3_c1","Techno Skin Purple","F3",170.3457641445944
1505,1645,"Panda","Detective_v2_c1","None","E3",151.2978506194738
1506,734,"Frog","Pirate_v1_c2","Unicorn","E3",182.5125124264036
1507,2744,"Husky","Peddler_v3_c1","None","A1",130.35206421085417
1508,100,"Husky","Pirate_v3_c3","None","E2",268.73109035561373
1509,4246,"Red Panda","Medic_v1_c1","Bubble Pipe","A1",109.6070097624981
1510,4221,"Frog 2","Farmer_v1_c1","Tattoo 3","B3",109.78923019767274
1511,599,"Red Gator","Magician_v2_c1","Bubble Pipe","F3",188.94529558493886
1512,535,"Dog","Knight_v1_c1","None","D1",194.02982442632495
1513,3004,"Dog","Mercenary_v1_c2","Tattoo 3","A3",125.87953646250229
1514,4172,"Rabbit","Magician_v1_c2","Bandana","A2",110.17234361217173
1515,98,"Rabbit","Medic_v3_c3","None","E3",268.95070535150535
1516,1806,"Platypus","Pirate_v2_c2","Rock Hands","B3",148.3973272836167
1517,30,"Black Cat","Pirate_v3_c2","Diamond Hands","A2",327.5006843701336
1518,2954,"Husky","Magician_v1_c1","Horns 2","D3",126.52366509637336
1519,2875,"Cat","Bard_v1_c3","Fire Eyes","C1",127.61103716836111
1520,1724,"Gator","Detective_v2_c1","None","A1",149.83970607256123
1521,1481,"Rabbit","Magician_v3_c1","Aura Aqua","E2",154.9834302373921
1522,2480,"Husky","Mercenary_v1_c1","Rock Hands","A1",134.15879434252037
1523,2356,"Frog 2","Mercenary_v2_c2","Aura Purple","D2",136.19310540689736
1524,1247,"Cat","Magician_v2_c2","Mutton Chop","A1",162.0798750176939
1525,3399,"Platypus","Mercenary_v3_c1","None","E1",118.99465372351357
1526,3988,"Platypus","Fighter_v1_c3","Bubble Pipe","A2",111.96921411909894
1527,706,"Cat","Detective_v3_c3","Horns","A1",184.02473001199957
1528,824,"Owl 2","Magician_v2_c2","Marked Skin 2","B1",177.9951592027913
1529,122,"Black Red Panda","Magician_v4_c2","Aura Purple","A3",257.12544153396993
1530,3905,"Owl","Bard_v2_c1","Marked Skin","B2",113.05205299372102
1531,3046,"Goat","Medic_v1_c1","Fire Eyes","D3",125.16101953975979
1532,3927,"Cat","Hunter_v2_c2","Cigar","D2",112.7459774518598
1533,3995,"Red Panda","Bard_v1_c2","Robotic Hand","A3",111.93778161267302
1534,2068,"Red Black Panda","Hunter_v1_c1","Bubble Pipe","E1",142.92620232338945
1535,3659,"Frog","Peddler_v2_c1","None","B2",115.36624666360927
1536,1004,"Frog 2","Detective_v3_c1","None","D3",168.96903969548836
